,owner,brand,price,kms_driven,age,power
1676,1,4,86000.0,15465.0,3.0,250.0
1677,1,6,16400.0,35000.0,12.0,100.0
1678,1,1,122000.0,3100.0,2.0,200.0
1679,1,10,106200.0,19696.0,5.0,200.0
1680,1,2,110000.0,9600.0,5.0,350.0
1681,1,2,135000.0,3800.0,2.0,350.0
1682,1,10,110000.0,27000.0,7.0,200.0
1683,1,2,133000.0,5600.0,4.0,350.0
1684,1,10,110000.0,8000.0,6.0,200.0
1685,1,2,90000.0,14783.0,12.0,350.0
1686,1,10,130000.0,14000.0,5.0,390.0
1687,1,7,20000.0,39500.0,8.0,100.0
1688,1,6,23000.0,14000.0,10.0,100.0
1689,1,7,65000.0,6348.0,4.0,160.0
1690,2,1,48000.0,20000.0,5.0,180.0
1691,1,5,190000.0,6000.0,3.0,250.0
1692,2,4,130000.0,1143.0,2.0,250.0
1693,1,4,74000.0,19000.0,3.0,150.0
1694,1,7,38000.0,23000.0,9.0,150.0
1695,1,6,25000.0,46000.0,9.0,110.0
1696,1,7,95000.0,8700.0,4.0,200.0
1697,2,8,55000.0,18500.0,5.0,150.0
1698,1,2,125000.0,37000.0,11.0,500.0
1699,1,4,80000.0,9964.0,5.0,150.0
1700,1,4,56600.0,32000.0,8.0,150.0
1702,1,1,60000.0,8121.0,4.0,160.0
1703,1,6,39799.0,14500.0,3.0,100.0
1704,1,7,23484.0,19525.0,4.0,100.0
1705,2,2,88000.0,18000.0,9.0,350.0
1706,1,10,75000.0,35000.0,7.0,200.0
1707,1,10,83000.0,30000.0,7.0,200.0
1708,1,15,400000.0,19000.0,9.0,883.0
1709,1,5,30000.0,30544.0,11.0,125.0
1710,1,7,46200.0,44000.0,6.0,220.0
1711,1,7,90000.0,8200.0,4.0,200.0
1712,1,1,224000.0,3900.0,2.0,310.0
1713,1,7,56500.0,19300.0,4.0,150.0
1714,1,6,15800.0,15939.0,13.0,100.0
1715,2,5,57000.0,32802.0,10.0,250.0
1716,1,2,144700.0,770.0,2.0,350.0
1717,1,7,37000.0,32262.0,8.0,200.0
1718,1,7,22500.0,22500.0,6.0,100.0
1719,1,7,48000.0,21000.0,7.0,220.0
1720,1,11,105000.0,6000.0,3.0,300.0
1721,1,2,100000.0,15500.0,8.0,500.0
1722,1,5,20000.0,74000.0,9.0,110.0
1723,1,6,24600.0,20000.0,5.0,100.0
1724,1,4,100000.0,1300.0,3.0,150.0
1725,1,10,89000.0,29301.0,7.0,200.0
1726,1,4,71400.0,3086.0,3.0,150.0
1727,1,2,90000.0,29436.0,7.0,500.0
1728,1,7,33000.0,27000.0,6.0,150.0
1729,1,7,58000.0,5100.0,3.0,150.0
1730,1,7,22000.0,23043.0,6.0,100.0
1731,1,6,14500.0,17604.0,12.0,100.0
1732,1,6,42000.0,26434.0,5.0,100.0
1733,1,15,480000.0,1450.0,4.0,750.0
1734,1,10,127800.0,4000.0,4.0,200.0
1735,1,5,39000.0,27000.0,5.0,125.0
1736,1,5,47000.0,39428.0,7.0,150.0
1737,1,2,160000.0,5000.0,3.0,350.0
1738,2,7,42000.0,40000.0,6.0,200.0
1739,1,6,21000.0,34000.0,10.0,150.0
1740,1,6,27000.0,20000.0,10.0,100.0
1741,1,1,98500.0,2800.0,2.0,200.0
1742,1,1,36000.0,7580.0,4.0,110.0
1743,1,10,111100.0,8197.0,5.0,200.0
1744,1,7,37300.0,16000.0,5.0,150.0
1745,1,2,110000.0,16689.0,5.0,350.0
1746,1,6,27100.0,29000.0,8.0,110.0
1747,1,7,120000.0,8000.0,2.0,200.0
1748,1,6,60000.0,8000.0,3.0,125.0
1749,1,2,145000.0,5000.0,2.0,350.0
1750,1,1,35000.0,8000.0,5.0,110.0
1752,1,2,125000.0,8000.0,3.0,350.0
1753,1,6,25100.0,32800.0,7.0,100.0
1754,2,2,133100.0,2954.0,4.0,535.0
1755,1,12,480300.0,10800.0,5.0,650.0
1756,1,2,110000.0,950.0,8.0,500.0
1757,1,4,55000.0,24000.0,4.0,150.0
1758,1,7,26000.0,18412.0,11.0,150.0
1759,1,7,38000.0,78000.0,6.0,180.0
1760,1,2,172000.0,3800.0,2.0,350.0
1761,1,5,36600.0,57000.0,8.0,150.0
1762,1,1,89135.0,2800.0,2.0,160.0
1763,1,5,75000.0,1307.0,3.0,160.0
1764,1,5,60000.0,21719.0,4.0,160.0
1765,1,10,71000.0,46000.0,8.0,200.0
1766,1,1,35000.0,33000.0,8.0,160.0
1767,2,4,60000.0,12332.0,6.0,150.0
1768,1,4,57000.0,23000.0,4.0,150.0
1769,1,4,55000.0,3600.0,5.0,150.0
1770,1,4,47000.0,18227.0,6.0,150.0
1771,1,7,43000.0,25000.0,3.0,110.0
1772,1,7,42000.0,30000.0,5.0,150.0
1773,1,6,35000.0,18000.0,5.0,100.0
1774,3,7,25000.0,86283.0,10.0,150.0
1775,1,7,25000.0,23564.0,11.0,100.0
1776,2,6,18000.0,69758.0,11.0,100.0
1777,1,7,38000.0,10850.0,4.0,135.0
1778,1,4,128000.0,6506.0,2.0,150.0
1779,1,4,90000.0,16000.0,4.0,150.0
1780,1,4,79000.0,8000.0,3.0,150.0
1781,1,6,25000.0,11892.0,9.0,100.0
1782,1,2,70000.0,29500.0,10.0,350.0
1783,1,7,62000.0,19137.0,6.0,150.0
1784,1,2,100000.0,59000.0,7.0,350.0
1785,2,6,29500.0,45000.0,10.0,223.0
1786,1,7,55000.0,5000.0,5.0,150.0
1787,1,6,42630.0,9900.0,3.0,100.0
1788,1,7,22345.0,87383.0,9.0,150.0
1789,1,7,45000.0,7125.0,4.0,135.0
1790,1,15,460000.0,2607.0,5.0,750.0
1791,1,7,22000.0,19262.0,9.0,150.0
1792,1,5,30500.0,19999.0,6.0,125.0
1793,1,5,35600.0,11314.0,4.0,110.0
1794,3,7,14000.0,25398.0,13.0,135.0
1796,1,2,166000.0,250.0,2.0,410.0
1797,1,1,24000.0,19744.0,5.0,100.0
1798,1,6,27000.0,16500.0,8.0,125.0
1799,1,7,68000.0,10386.0,4.0,220.0
1800,1,5,81000.0,6000.0,3.0,160.0
1801,1,2,90000.0,12300.0,6.0,500.0
1802,1,1,88000.0,900.0,2.0,180.0
1803,1,1,78000.0,5112.0,3.0,160.0
1804,1,2,125000.0,13800.0,3.0,350.0
1805,1,2,110000.0,16000.0,5.0,350.0
1806,1,6,28000.0,23371.0,12.0,100.0
1807,1,7,61000.0,1700.0,4.0,150.0
1808,1,6,53000.0,7021.0,4.0,150.0
1809,1,7,26000.0,12000.0,5.0,100.0
1810,1,8,74000.0,4800.0,3.0,150.0
1811,1,5,42000.0,22819.0,3.0,125.0
1812,1,6,21000.0,58000.0,10.0,100.0
1813,1,7,14800.0,23000.0,10.0,100.0
1814,1,1,31500.0,28725.0,4.0,110.0
1815,1,6,80000.0,12000.0,3.0,200.0
1816,1,1,47000.0,55326.0,5.0,160.0
1817,1,8,95000.0,1408.0,3.0,150.0
1818,1,7,39000.0,2564.0,2.0,100.0
1819,1,7,39000.0,12193.0,2.0,100.0
1820,1,5,35000.0,30000.0,10.0,150.0
1821,1,7,15300.0,26000.0,9.0,100.0
1822,1,6,29000.0,18000.0,5.0,100.0
1823,1,6,37500.0,20904.0,6.0,100.0
1826,1,10,170000.0,2800.0,2.0,250.0
1827,1,1,65000.0,8000.0,4.0,200.0
1828,1,6,16600.0,35000.0,12.0,100.0
1851,2,6,13700.0,26000.0,13.0,100.0
1852,1,4,65000.0,25205.0,5.0,150.0
1853,1,4,125100.0,7000.0,2.0,150.0
1854,1,5,26000.0,24801.0,11.0,125.0
1855,2,7,59999.0,27000.0,5.0,220.0
1856,1,7,22000.0,51516.0,13.0,180.0
1857,1,5,47000.0,83000.0,6.0,150.0
1858,1,6,32000.0,23936.0,10.0,100.0
1859,1,10,140000.0,11000.0,6.0,390.0
1860,1,7,43000.0,45000.0,6.0,150.0
1861,1,7,90000.0,27500.0,6.0,200.0
1862,1,2,90000.0,24000.0,9.0,350.0
1863,2,1,65000.0,10000.0,3.0,160.0
1864,1,1,64600.0,21200.0,4.0,200.0
1865,2,7,47000.0,42000.0,7.0,220.0
1866,1,14,340000.0,2500.0,4.0,650.0
1867,1,3,790000.0,2500.0,3.0,900.0
1868,1,6,22000.0,45000.0,10.0,100.0
1869,2,4,22000.0,33000.0,10.0,150.0
1870,1,8,63700.0,18000.0,4.0,150.0
1871,1,6,28000.0,22608.0,11.0,100.0
1872,1,5,30000.0,105500.0,8.0,110.0
1873,1,5,30000.0,23199.0,5.0,125.0
1874,1,7,140000.0,800.0,3.0,400.0
1875,1,6,25000.0,40000.0,12.0,100.0
1876,1,7,48000.0,27192.0,5.0,150.0
1877,1,7,90000.0,6700.0,4.0,200.0
1878,1,7,96750.0,3084.0,3.0,400.0
1888,1,7,32000.0,19808.0,3.0,100.0
1889,1,7,31000.0,27451.0,5.0,150.0
1890,1,7,30000.0,16884.0,4.0,100.0
1891,1,7,30000.0,11131.0,4.0,100.0
1892,1,7,30000.0,23697.0,7.0,100.0
1893,1,7,38000.0,12692.0,2.0,100.0
1894,1,7,38000.0,11047.0,3.0,100.0
1895,1,6,23000.0,15000.0,11.0,100.0
1896,2,11,35000.0,29451.0,6.0,110.0
1897,1,6,40000.0,7788.0,3.0,100.0
1898,1,2,109000.0,25600.0,6.0,350.0
1899,1,2,108000.0,7299.0,5.0,350.0
1900,1,2,105000.0,12822.0,4.0,350.0
1901,1,2,90000.0,8765.0,8.0,500.0
1902,1,7,24500.0,36451.0,9.0,125.0
1903,1,7,20000.0,37473.0,9.0,100.0
1904,1,6,31500.0,22845.0,8.0,100.0
1905,1,1,66000.0,26421.0,3.0,180.0
1906,1,1,62000.0,13200.0,4.0,160.0
1907,1,1,62000.0,23226.0,3.0,160.0
1916,1,10,177300.0,19000.0,4.0,390.0
1917,1,2,159700.0,17346.0,4.0,500.0
1918,1,2,115400.0,11400.0,4.0,350.0
1919,1,7,42000.0,17028.0,7.0,220.0
1920,1,2,190000.0,3600.0,3.0,500.0
1921,1,1,39000.0,40000.0,8.0,180.0
1922,1,5,28000.0,20473.0,10.0,125.0
1923,1,5,42000.0,22000.0,10.0,150.0
1925,2,5,30000.0,17300.0,8.0,150.0
1926,1,5,65000.0,16664.0,7.0,150.0
1927,1,3,860000.0,2100.0,3.0,765.0
1928,1,9,315000.0,7000.0,4.0,300.0
1929,1,1,68000.0,32644.0,3.0,160.0
1931,1,2,270000.0,6500.0,2.0,650.0
1932,1,7,14000.0,48000.0,12.0,150.0
1933,1,7,70000.0,8000.0,5.0,150.0
1934,2,2,128000.0,40000.0,6.0,350.0
1935,1,10,130000.0,20000.0,7.0,390.0
1936,1,15,380700.0,6000.0,7.0,750.0
1937,1,7,90000.0,11760.0,4.0,200.0
1938,1,4,60000.0,11217.0,9.0,150.0
1939,1,2,109000.0,6200.0,4.0,350.0
1940,1,2,148000.0,3000.0,3.0,350.0
1941,1,6,50000.0,3400.0,3.0,100.0
1942,1,2,102850.0,3198.0,5.0,500.0
1943,1,5,34850.0,38527.0,7.0,150.0
1944,1,7,90000.0,16000.0,3.0,220.0
1945,1,6,88000.0,6600.0,2.0,200.0
1946,1,10,220000.0,6700.0,4.0,390.0
1947,1,6,50000.0,65718.0,4.0,110.0
1948,1,4,70000.0,8418.0,4.0,150.0
1949,1,7,140000.0,3300.0,4.0,200.0
1950,1,7,35000.0,32994.0,10.0,220.0
1951,1,7,65000.0,14000.0,3.0,150.0
1952,1,2,130000.0,20000.0,4.0,350.0
1953,1,14,180500.0,5100.0,7.0,250.0
1954,1,5,18000.0,28000.0,9.0,125.0
1955,1,2,164100.0,8000.0,2.0,500.0
1956,1,1,85000.0,15929.0,3.0,160.0
1957,1,4,54000.0,5600.0,4.0,150.0
1958,1,7,28000.0,7758.0,5.0,100.0
1959,2,4,28300.0,35000.0,7.0,150.0
1960,1,7,23500.0,18000.0,7.0,135.0
1961,2,4,30000.0,13250.0,8.0,150.0
1962,1,2,94200.0,43500.0,13.0,500.0
1963,1,7,110000.0,13000.0,4.0,400.0
1964,1,1,83000.0,7400.0,4.0,200.0
1974,2,4,23300.0,12580.0,11.0,150.0
1976,2,2,250000.0,1400.0,27.0,350.0
1977,1,4,100000.0,27300.0,3.0,150.0
1979,1,6,15600.0,20000.0,10.0,100.0
1980,1,2,92000.0,12447.0,6.0,350.0
1981,1,2,70440.0,41036.0,6.0,500.0
1982,1,6,50000.0,12000.0,3.0,100.0
1983,1,10,160000.0,6218.0,3.0,250.0
1984,1,10,140000.0,15000.0,4.0,250.0
1992,1,4,108600.0,8600.0,4.0,150.0
1995,1,2,110000.0,33500.0,8.0,500.0
1999,1,6,27000.0,55000.0,8.0,125.0
2000,1,7,52000.0,1210.0,3.0,150.0
2001,1,6,26000.0,28658.0,7.0,100.0
2002,1,2,123000.0,8000.0,4.0,350.0
2003,1,2,135000.0,3300.0,4.0,350.0
2021,1,10,228800.0,8500.0,3.0,390.0
2022,1,2,100000.0,7000.0,5.0,350.0
2023,1,5,90000.0,34000.0,7.0,250.0
2025,1,7,70000.0,31000.0,5.0,220.0
2026,1,2,71299.0,32000.0,9.0,350.0
2027,1,2,98000.0,9855.0,5.0,350.0
2028,1,2,50000.0,19400.0,10.0,350.0
2029,1,5,58000.0,12728.0,5.0,150.0
2030,1,5,75000.0,22500.0,5.0,150.0
2031,1,1,65000.0,17000.0,4.0,200.0
2032,1,7,32000.0,77000.0,9.0,150.0
2033,1,7,72500.0,5000.0,4.0,150.0
2034,1,1,85000.0,5600.0,3.0,200.0
2035,1,5,46500.0,6500.0,5.0,160.0
2036,1,1,20000.0,21570.0,6.0,100.0
2037,1,4,600000.0,183.0,5.0,1000.0
2038,1,2,115000.0,9100.0,4.0,350.0
2039,1,2,102600.0,21000.0,5.0,500.0
2040,2,2,63618.0,16000.0,7.0,350.0
2041,1,2,160000.0,4200.0,3.0,350.0
2046,1,10,230000.0,10000.0,4.0,390.0
2047,1,2,136000.0,20200.0,5.0,350.0
2048,1,7,16000.0,36500.0,13.0,180.0
2049,1,2,130000.0,13000.0,3.0,350.0
2050,1,2,130000.0,50000.0,5.0,500.0
2056,1,10,215000.0,6000.0,4.0,390.0
2057,1,7,40000.0,42000.0,8.0,220.0
2058,1,6,16088.0,25000.0,12.0,150.0
2060,1,7,44400.0,21000.0,5.0,150.0
2061,1,4,56950.0,27000.0,4.0,150.0
2062,1,7,60000.0,18700.0,5.0,220.0
2063,1,2,101000.0,12800.0,8.0,500.0
2064,1,10,160000.0,13000.0,4.0,200.0
2065,1,7,21000.0,52342.0,13.0,125.0
2066,1,7,110000.0,36000.0,4.0,400.0
2067,1,6,25000.0,27116.0,11.0,100.0
2068,1,6,45000.0,9500.0,4.0,150.0
2069,1,7,70000.0,31767.0,4.0,220.0
2070,1,1,185000.0,2845.0,3.0,310.0
2071,1,7,58416.0,13982.0,3.0,160.0
2072,1,8,47000.0,49000.0,5.0,150.0
2073,1,7,25000.0,21000.0,5.0,100.0
2074,1,2,181200.0,5000.0,2.0,500.0
2077,1,15,560000.0,2592.0,2.0,750.0
2079,1,4,54800.0,75000.0,7.0,150.0
2084,1,6,20400.0,8000.0,14.0,223.0
2085,1,10,210000.0,5100.0,2.0,390.0
2086,1,2,158400.0,2100.0,4.0,500.0
2087,1,6,23000.0,38790.0,7.0,100.0
2088,1,6,23000.0,4130.0,5.0,100.0
2089,1,6,18000.0,30000.0,10.0,100.0
2090,1,7,83000.0,26000.0,6.0,200.0
2091,1,2,140000.0,16800.0,3.0,500.0
2115,2,7,49500.0,15000.0,5.0,220.0
2116,1,6,38000.0,14000.0,4.0,110.0
2118,1,10,120000.0,12000.0,6.0,200.0
2119,2,2,95000.0,26000.0,9.0,350.0
2120,1,6,37000.0,12000.0,4.0,125.0
2122,1,15,865000.0,11000.0,3.0,1200.0
2123,1,2,145000.0,3000.0,3.0,350.0
2124,1,2,148000.0,4000.0,3.0,350.0
2125,1,2,145000.0,4900.0,3.0,350.0
2126,1,15,670000.0,1210.0,5.0,883.0
2127,1,15,453700.0,3500.0,8.0,883.0
2128,1,15,599999.0,800.0,5.0,883.0
2129,1,4,70000.0,9500.0,5.0,150.0
2130,2,4,46000.0,28700.0,6.0,150.0
2131,1,7,38000.0,13170.0,3.0,100.0
2132,1,8,45000.0,45000.0,6.0,150.0
2133,2,4,25000.0,26000.0,12.0,150.0
2134,1,1,187000.0,14800.0,3.0,310.0
2135,1,1,185000.0,14870.0,3.0,310.0
2136,1,6,35000.0,33172.0,8.0,100.0
2137,1,5,57000.0,6518.0,2.0,110.0
2138,1,7,123000.0,5319.0,3.0,200.0
2139,1,7,20400.0,26000.0,8.0,100.0
2140,1,7,23000.0,32000.0,8.0,100.0
2141,1,4,37000.0,25000.0,7.0,150.0
2142,2,2,71000.0,11000.0,10.0,350.0
2143,2,1,70000.0,7000.0,3.0,180.0
2144,1,7,32000.0,30042.0,10.0,180.0
2145,3,5,62700.0,5678.0,9.0,250.0
2146,4,2,85990.0,19000.0,37.0,350.0
2147,2,6,46000.0,39000.0,10.0,150.0
2148,2,2,135000.0,19926.0,7.0,500.0
2149,1,5,16500.0,26835.0,15.0,125.0
2150,1,5,65000.0,15000.0,4.0,160.0
2151,1,6,55555.0,9600.0,3.0,110.0
2157,1,3,1170000.0,31500.0,5.0,800.0
2158,1,2,150000.0,15000.0,9.0,500.0
2159,1,10,152200.0,7000.0,2.0,200.0
2160,1,2,124999.0,15000.0,5.0,410.0
2161,1,1,180500.0,2200.0,3.0,310.0
2162,1,5,42000.0,20675.0,7.0,125.0
2164,1,15,939200.0,5700.0,3.0,883.0
2167,1,6,19000.0,33018.0,9.0,100.0
2168,1,2,96100.0,9800.0,6.0,350.0
2169,1,4,40000.0,31003.0,7.0,150.0
2170,1,2,120000.0,15000.0,5.0,350.0
2171,2,7,46300.0,32000.0,6.0,200.0
2172,1,5,799999.0,16000.0,11.0,1000.0
2173,1,7,39000.0,8491.0,2.0,100.0
2174,1,5,73200.0,25000.0,2.0,125.0
2177,1,7,39000.0,49073.0,5.0,180.0
2178,1,7,65000.0,2164.0,4.0,220.0
2179,1,7,31000.0,12315.0,5.0,150.0
2180,1,10,98600.0,15500.0,6.0,200.0
2181,1,7,20000.0,37734.0,10.0,100.0
2182,2,4,46500.0,30600.0,9.0,150.0
2183,1,11,27000.0,15200.0,6.0,110.0
2184,1,10,135000.0,7840.0,3.0,250.0
2185,1,7,43500.0,18346.0,2.0,110.0
2186,1,10,75000.0,25754.0,7.0,390.0
2188,1,10,90000.0,30000.0,7.0,390.0
2189,1,6,35000.0,53000.0,4.0,100.0
2190,1,2,67000.0,45000.0,10.0,350.0
2192,1,12,710000.0,14500.0,3.0,900.0
2197,1,7,55000.0,29000.0,7.0,220.0
2198,1,5,100000.0,6500.0,5.0,150.0
2199,1,5,32702.0,12356.0,4.0,125.0
2200,1,6,23000.0,11565.0,9.0,223.0
2201,1,7,60000.0,15000.0,6.0,220.0
2202,1,9,450000.0,13000.0,5.0,600.0
2203,2,2,92500.0,21407.0,5.0,410.0
2204,1,1,30000.0,54500.0,9.0,160.0
2205,2,6,10000.0,61145.0,10.0,100.0
2206,1,2,99000.0,17750.0,6.0,535.0
2207,1,5,61000.0,12050.0,5.0,160.0
2208,1,2,120000.0,32000.0,5.0,350.0
2209,1,6,30000.0,38385.0,11.0,125.0
2210,1,10,73000.0,7000.0,9.0,200.0
2212,1,5,34000.0,20812.0,5.0,110.0
2213,1,6,23000.0,50000.0,11.0,100.0
2214,1,5,80000.0,4500.0,3.0,160.0
2215,1,6,15000.0,90000.0,16.0,100.0
2216,1,6,30000.0,44000.0,7.0,100.0
2217,1,7,70500.0,15600.0,4.0,150.0
2218,1,6,15000.0,10000.0,16.0,100.0
2219,1,10,120000.0,15000.0,4.0,200.0
2220,1,7,89000.0,600.0,3.0,200.0
2221,3,7,15000.0,34710.0,14.0,150.0
2222,1,10,160000.0,13400.0,4.0,390.0
2223,2,10,95000.0,8200.0,6.0,200.0
2224,1,6,14000.0,79305.0,11.0,150.0
2225,1,2,125000.0,10312.0,4.0,410.0
2226,1,1,58742.0,11068.0,3.0,200.0
2227,1,2,102500.0,16771.0,6.0,350.0
2228,1,2,280000.0,5000.0,2.0,650.0
2229,1,14,230000.0,7800.0,8.0,650.0
2230,1,7,82000.0,3500.0,4.0,160.0
2231,1,7,46000.0,7840.0,5.0,150.0
2232,1,5,90600.0,8970.0,4.0,250.0
2233,1,2,81100.0,21000.0,7.0,350.0
2234,1,6,30000.0,19976.0,11.0,100.0
2235,1,7,29500.0,25000.0,7.0,100.0
2236,1,1,185000.0,17000.0,3.0,310.0
2243,1,7,34500.0,25341.0,8.0,135.0
2244,1,3,550000.0,25536.0,7.0,865.0
2247,1,5,62000.0,17100.0,4.0,160.0
2253,1,2,90950.0,26100.0,7.0,500.0
2254,1,5,70000.0,26000.0,8.0,150.0
2255,1,2,115000.0,14900.0,5.0,500.0
2256,1,6,36500.0,10658.0,5.0,100.0
2258,1,5,42000.0,9396.0,3.0,125.0
2259,1,2,120000.0,20000.0,5.0,410.0
2260,1,6,32000.0,20925.0,9.0,100.0
2261,1,1,24000.0,23244.0,5.0,110.0
2262,1,6,25000.0,46411.0,6.0,125.0
2263,1,12,499000.0,8000.0,2.0,650.0
2264,1,4,600000.0,152.0,5.0,1000.0
2265,3,4,85000.0,300.0,24.0,135.0
2266,1,9,250000.0,12000.0,4.0,302.0
2267,1,12,500000.0,182.0,3.0,900.0
2268,1,1,35999.0,16000.0,5.0,180.0
2269,1,7,130000.0,15000.0,4.0,400.0
2270,1,6,25000.0,15000.0,5.0,100.0
2271,1,5,54000.0,7658.0,4.0,125.0
2272,2,15,395000.0,2500.0,4.0,750.0
2273,1,1,35000.0,14400.0,8.0,160.0
2274,1,4,82800.0,6500.0,3.0,150.0
2275,1,7,28500.0,26452.0,10.0,220.0
2276,1,2,151300.0,14000.0,2.0,350.0
2277,1,2,131000.0,8700.0,4.0,410.0
2278,1,4,40000.0,50000.0,12.0,150.0
2279,1,11,126000.0,22000.0,3.0,300.0
2280,1,2,100000.0,33500.0,5.0,350.0
2281,1,2,120000.0,22000.0,5.0,350.0
2282,2,7,20300.0,28000.0,6.0,125.0
2283,1,2,156000.0,6517.0,2.0,350.0
2284,1,5,800000.0,300.0,6.0,1000.0
2285,2,6,28000.0,61000.0,13.0,150.0
2286,2,5,500000.0,8000.0,14.0,600.0
2287,1,7,29156.0,20127.0,4.0,150.0
2288,2,13,1220000.0,4400.0,5.0,959.0
2289,1,7,56000.0,42500.0,6.0,220.0
2290,1,4,68000.0,17000.0,5.0,150.0
2291,1,13,625000.0,3000.0,4.0,797.0
2292,1,13,680000.0,16000.0,10.0,1200.0
2293,1,6,24000.0,15500.0,11.0,100.0
2294,1,8,700000.0,183.0,3.0,1000.0
2295,1,10,180800.0,32000.0,4.0,390.0
2296,1,5,30000.0,24936.0,10.0,125.0
2297,1,5,28000.0,6231.0,11.0,125.0
2298,1,6,20100.0,66000.0,12.0,100.0
2299,1,6,10000.0,646000.0,24.0,100.0
2300,1,8,950000.0,312.0,8.0,1300.0
2301,1,8,1250000.0,3800.0,7.0,1300.0
2302,1,1,19542.0,56592.0,9.0,160.0
2303,1,5,22800.0,19800.0,8.0,110.0
2304,1,2,101100.0,14000.0,6.0,350.0
2305,1,6,32000.0,19000.0,4.0,110.0
2306,1,6,30000.0,26000.0,4.0,100.0
2307,1,4,27500.0,76000.0,10.0,150.0
2308,2,5,35000.0,9000.0,6.0,160.0
2309,1,4,125000.0,1500.0,2.0,150.0
2310,1,2,66200.0,3400.0,10.0,500.0
2311,1,7,50900.0,38800.0,5.0,220.0
2312,1,14,335000.0,3700.0,4.0,250.0
2318,1,9,575000.0,6000.0,4.0,899.0
2319,1,2,135000.0,14171.0,3.0,350.0
2320,1,6,39000.0,20700.0,5.0,100.0
2321,1,6,33000.0,22518.0,5.0,100.0
2324,2,1,47500.0,38311.0,4.0,180.0
2325,1,1,92000.0,4500.0,2.0,200.0
2326,1,10,84300.0,15000.0,8.0,200.0
2327,1,2,85000.0,10000.0,6.0,350.0
2328,1,2,120000.0,15000.0,5.0,410.0
2329,1,7,53900.0,25000.0,5.0,220.0
2330,2,4,18000.0,28000.0,12.0,150.0
2331,1,2,94836.0,8000.0,5.0,535.0
2332,1,2,265000.0,8500.0,2.0,650.0
2333,1,7,70000.0,17000.0,5.0,220.0
2334,1,13,380000.0,30000.0,9.0,796.0
2336,1,5,69000.0,62000.0,9.0,150.0
2337,1,4,24000.0,14000.0,11.0,150.0
2344,1,1,68000.0,14497.0,5.0,200.0
2345,1,2,145000.0,12000.0,3.0,350.0
2346,1,6,24000.0,25683.0,9.0,100.0
2347,1,5,21000.0,22000.0,11.0,110.0
2348,1,6,36000.0,17225.0,4.0,100.0
2349,1,5,48000.0,7119.0,2.0,110.0
2350,1,2,92000.0,17400.0,9.0,350.0
2351,1,2,98000.0,19033.0,5.0,350.0
2352,1,6,19500.0,45000.0,11.0,100.0
2353,1,7,17000.0,45000.0,9.0,100.0
2354,1,4,50000.0,28000.0,7.0,150.0
2355,1,7,20000.0,36000.0,10.0,150.0
2356,1,1,205000.0,14000.0,3.0,310.0
2357,1,2,95000.0,23000.0,7.0,350.0
2358,1,4,55000.0,32011.0,11.0,150.0
2359,1,1,86000.0,6000.0,3.0,180.0
2360,1,1,54000.0,6000.0,2.0,110.0
2361,1,2,132000.0,9648.0,4.0,350.0
2362,1,7,62000.0,16128.0,4.0,150.0
2363,3,7,55000.0,13157.0,5.0,220.0
2364,1,1,35000.0,19411.0,9.0,160.0
2371,2,2,45000.0,40000.0,20.0,350.0
2372,1,4,23500.0,8000.0,9.0,150.0
2389,1,7,41000.0,20000.0,6.0,220.0
2390,3,5,30000.0,28524.0,8.0,150.0
2391,1,7,72000.0,13000.0,3.0,180.0
2392,1,4,50000.0,37246.0,6.0,150.0
2397,1,7,107300.0,2500.0,5.0,200.0
2399,1,6,28000.0,20108.0,10.0,100.0
2400,1,6,25000.0,22728.0,11.0,125.0
2403,1,15,540000.0,27000.0,4.0,883.0
2404,2,10,120000.0,10536.0,4.0,250.0
2405,1,7,160000.0,2412.0,4.0,400.0
2406,1,5,65000.0,2750.0,2.0,125.0
2407,2,12,145000.0,10800.0,6.0,250.0
2408,1,12,180000.0,180.0,4.0,300.0
2409,1,5,33000.0,25000.0,5.0,125.0
2410,1,7,106100.0,11000.0,6.0,200.0
2411,1,7,35000.0,43000.0,9.0,220.0
2412,1,2,175000.0,7000.0,4.0,500.0
2413,1,2,165073.0,18000.0,5.0,500.0
2414,1,5,13700.0,75000.0,16.0,150.0
2415,1,1,85000.0,11496.0,2.0,160.0
2416,1,7,54000.0,5000.0,5.0,220.0
2417,1,7,70000.0,9799.0,4.0,220.0
2418,1,7,25000.0,48785.0,14.0,180.0
2419,1,7,9000.0,42945.0,15.0,100.0
2420,1,7,56000.0,32987.0,4.0,150.0
2421,2,6,13000.0,45466.0,14.0,125.0
2422,1,7,80000.0,45380.0,6.0,200.0
2423,2,2,82000.0,30000.0,12.0,350.0
2424,1,2,190000.0,4800.0,4.0,500.0
2425,1,7,60000.0,3500.0,6.0,220.0
2426,1,2,118000.0,13500.0,5.0,350.0
2427,1,7,32500.0,16000.0,6.0,125.0
2428,1,7,60600.0,7200.0,6.0,220.0
2429,1,7,112400.0,12000.0,6.0,200.0
2430,1,7,99999.0,20500.0,6.0,200.0
2431,1,2,141500.0,4200.0,5.0,500.0
2432,1,2,140000.0,8300.0,4.0,350.0
2433,1,6,50000.0,14892.0,4.0,100.0
2434,1,7,75000.0,10000.0,5.0,220.0
2435,1,7,50000.0,15000.0,5.0,150.0
2436,1,5,69000.0,41000.0,8.0,150.0
2437,1,7,33400.0,18300.0,6.0,150.0
